STATION_NM,STATION_ID,lon,lat
관악장애인종합복지관,208000233,126.9209667,37.41171667
성원아파트3동,208000230,126.9138167,37.39506667
청원놀이터,208000207,126.91885,37.40326667
안양중앙시장,208000282,126.9219667,37.39786667
안양1번가,208000244,126.9211667,37.4004
현대아파트.안양서중학교,208000245,126.905,37.38516667
미도아파트.메트로병원,208000081,126.9394833,37.37841667
연현중학교,208000251,126.8986,37.42876667
두산위브아파트,208000284,126.8999833,37.43258333
LG아파트,208000257,126.9030167,37.42916667
석수역,208000255,126.9021167,37.43366667
석수하우스토리아파트,208000258,126.9035167,37.42715
현진에버빌아파트,208000256,126.9026167,37.4311
효성아파트.종점,208000264,126.9035167,37.39265
효성아파트입구,208000263,126.905,37.3926
효성아파트입구,208000262,126.9047167,37.39251667
사회복지관,208000260,126.9085,37.39346667
사회복지관,208000261,126.9086167,37.39321667
포스빌.안양고용센터,208000254,126.92115,37.39885
LG아파트후문,208000265,126.8990667,37.43053333
안양역시외버스터미널,208000289,126.9218,37.4011
안양시외버스정류장(하행),208000314,126.9186,37.4019
안양시외버스정류장(상행),208000315,126.919,37.40196667
안양역시외버스터미널,208000288,126.9218167,37.40115
환경사업소,208000266,126.8974167,37.41661667
환경사업소,208000267,126.8969833,37.4168
영풍아파트,208000268,126.9045833,37.41331667
영풍아파트,208000269,126.90515,37.41345
석수도서관,208000270,126.9060167,37.41181667
석수도서관,208000271,126.90625,37.4118
주공뜨란체정문,208000272,126.9272833,37.4006
덕천교,208000273,126.9367,37.3943
덕천초등학교,208000274,126.9363333,37.39258333
덕천초등학교,208000275,126.9362833,37.39245
덕천교,208000276,126.9366667,37.3945
래미안메가트리아2단지,208000277,126.9345833,37.3955
래미안메가트리아2단지,208000278,126.9346333,37.3953
메가트리아북문,208000279,126.9312,37.39586667
성결대학.안양아트센터.명학역,208000281,126.9326833,37.38501667
충훈터널.석수도서관,208000290,126.90665,37.41145
석수시장.북부새마을금고,208000307,126.9092,37.4128
명학역,208000312,126.9361667,37.38491667
금호아파트,208000294,126.9004167,37.39945
박달초교.안양고교,208000295,126.9023833,37.40038333
열린문교회,208000296,126.9050167,37.40151667
안양5동.찬우물,208000297,126.9238833,37.3919
안양5동.찬우물,208000298,126.9238,37.39221667
안양대학교,208000299,126.9215833,37.39321667
근명고등학교,208000300,126.9198667,37.39403333
안양병원,208000301,126.9243333,37.39373333
성원상떼빌1차,208000302,126.91715,37.39468333
성원상떼빌1차,208000303,126.9168833,37.39441667
안양예술공원사거리,208000304,126.9177833,37.41633333
안양예술공원사거리,208000305,126.9176,37.41628333
만안초등학교,208000306,126.9179333,37.40648333
박달교장,208000308,126.8905167,37.39245
박달초교.안양고교,208000309,126.9026833,37.40033333
박달삼거리,208000310,126.9061167,37.4022
안양2동행정복지센터,208000311,126.9187667,37.40515
샛별한양아파트.한양스포츠센터,208000313,126.9478667,37.39593333
안양7동행정복지센터,208000316,126.934,37.39155
안양7동행정복지센터,208000317,126.9340167,37.39133333
빙그레슈퍼,208000318,126.93445,37.38915
빙그레슈퍼,208000319,126.9346,37.3892
명학역,208000320,126.9355333,37.38615
명학역,208000321,126.93585,37.38578333
명학성당,208000322,126.9302167,37.38453333
만안경찰서사거리,208000323,126.9293,37.3879
소방서,208000324,126.9251333,37.39061667
안양대학교,208000325,126.9217,37.393
근명고등학교,208000326,126.9198667,37.3939
소곡마을.신성중학교,208000328,126.9236833,37.38718333
성원상떼빌,208000329,126.9187,37.39446667
성원상떼빌,208000330,126.9186667,37.39463333
신안초등학교.우성아파트,208000331,126.9140667,37.3919
신안초등학교.우성아파트,208000332,126.91415,37.39198333
어린이집,208000333,126.9143667,37.39306667
어린이집,208000334,126.9142333,37.3932
흥화아파트,208000335,126.9151667,37.39373333
흥화아파트,208000336,126.9153,37.39385
청수약국사거리,208000337,126.9186167,37.3953
안양4동행정복지센터,208000338,126.9185833,37.39548333
천주교중앙성당,208000339,126.92,37.39603333
안양4동,208000340,126.91995,37.39621667
중앙시장.부림저축은행,208000341,126.92175,37.39695
중앙시장,208000342,126.92075,37.39661667
안양1번가.남부시장앞,208000343,126.923,37.39763333
안양1번가.남부시장입구,208000344,126.9232167,37.39793333
안양1동행정복지센터.진흥아파트,208000345,126.9275333,37.39988333
안양지하차도,208000346,126.9273667,37.40006667
주공뜨란체아파트,208000347,126.92455,37.4001
주공뜨란체아파트,208000348,126.9242833,37.40023333
안양역.삼성래미안,208000349,126.9233667,37.40175
안양역후문,208000350,126.9231,37.40186667
한양수자인아파트,208000351,126.92015,37.4059
경남아너스빌,208000352,126.9201333,37.40543333
양명고.양명여고.대우아파트,208000353,126.9213833,37.4066
양명고등학교.대우아파트,208000354,126.92125,37.40651667
만안초등학교,208000355,126.9177,37.40645
안양2동행정복지센터,208000356,126.9192,37.40496667
안양교남단,208000357,126.9164333,37.408
안양교남단,208000358,126.9163833,37.40835
영화아파트,208000359,126.9141167,37.41081667
영화아파트,208000360,126.9142667,37.41095
만안교,208000361,126.9121667,37.41445
석수교회,208000362,126.9107667,37.41621667
안양박물관.김중업건축박물관,208000363,126.91805,37.41758333
안양박물관.김중업건축박물관,208000364,126.91815,37.41748333
안양예술공원종점.갈메산기도원입구,208000365,126.9204333,37.41896667
박달교장,208000366,126.8905,37.39251667
금호아파트,208000367,126.9001667,37.3995
열린문교회,208000368,126.905,37.40131667
1580부대서조레스텔,208000369,126.8988667,37.39825
1580부대서조레스텔,208000370,126.8989,37.39813333
우성아파트,208000371,126.90815,37.40113333
우성아파트,208000372,126.9083333,37.40125
진흥아파트,208000373,126.9109833,37.40005
진흥아파트,208000374,126.9110333,37.39995
보건소.만안구청,208000286,126.9328667,37.38618333
보건소.만안구청,208000285,126.9326833,37.38593333
안양세무서,208000375,126.9252333,37.38935
안양세무서,208000376,126.92535,37.38928333
안양대교(마을),208000377,126.9144167,37.41038333
안양대교(마을),208000378,126.9145333,37.41048333
래미안메가트리아1단지,208000379,126.9325667,37.39643333
창박골,208000027,126.9022333,37.38423333
래미안메가트리아상가앞,208000252,126.9307167,37.39691667
서초빌라,208000382,126.89915,37.40453333
안양8동주민센터,208000383,126.93135,37.38316667
호현마을.박달주유소,208000384,126.8850167,37.40375
고용노동부안양지청.명학자동차운전전문학원,208000280,126.9382,37.3862
고용노동부안양지청.명학자동차운전전문학원,208000036,126.9384667,37.3861
대림대학,209000002,126.92815,37.4014
대림대학,209000003,126.9292667,37.40111667
비산농협,209000044,126.93265,37.39793333
비산사거리.이마트,209000045,126.93555,37.399
비산사거리.이마트,209000043,126.93635,37.39865
이마트.비산사거리,209000177,126.9371667,37.3969
삼성래미안아파트,209000046,126.9384333,37.39905
이마트.비산사거리,209000178,126.93885,37.39668333
비산롯데캐슬,209000042,126.9388167,37.39863333
비산힐스테이트,209000176,126.9411667,37.39421667
관악타운,209000179,126.9415,37.3946
안양감리교회,209000149,126.9425833,37.38963333
안양감리교회,209000145,126.9422833,37.38978333
미륭아파트,209000041,126.94265,37.39868333
효성티앤씨.진영레미콘,209000119,126.94295,37.38518333
효성티앤씨.진영레미콘,209000118,126.9432167,37.38496667
동양월드타워,209000047,126.9443333,37.39908333
경원여객안양차고지,209000117,126.9448667,37.38673333
경원여객안양차고지,209000120,126.9446167,37.38655
부흥고등학교,209000134,126.9450667,37.39183333
안양우편물류센터후문,209000146,126.9448167,37.38943333
부흥고교,209000180,126.9450333,37.39255
안양우편물류센터후문,209000148,126.9451333,37.3893
부흥고교,209000175,126.94535,37.39236667
부흥고등학교.임광아파트,209000147,126.9454833,37.3908
