NODE_ID,NODE_TYPE,NODE_NAME,TURN_P,REMARK,lon,lat
"2090020100","101","-","1",,126.95288264,37.39676246
"2090021600","101",한가람단지,"1",,126.95131029,37.39962184
"2090022400","101",내비산교,"1",,126.95042467,37.40115625
"2090021700","101","-","1",,126.96129476,37.39966525
"2090022600","101","-","0",,126.96014714,37.40141084
"2090021300","101","-","1",,126.95735357,37.39831043
"2090023600","101",수촌교,"1",,126.95693542,37.40233678
"2090022700","101",수촌교,"0",,126.95681432,37.40141709
"2090025000","101",안양종합운동장,"1",,126.94946857,37.40406818
"2090024500","101","-","0",,126.94944792,37.40351784
"2090018300","101","-","0",,126.95429729,37.39408462
"2090018500","101","-","1",,126.96087526,37.39450062
"2090025800","103","-","0",시스템노드,126.95190770,37.40593368
"2090025300","103","-","1",시스템노드,126.94977548,37.40510421
"2090025900","103","-","0",시스템노드,126.94998539,37.40603928
"2090025500","103","-","0",시스템노드,126.95779061,37.40563653
"2090026600","103","-","0",시스템노드,126.96035136,37.40801012
"2090024100","103","-","0",시스템노드,126.96116457,37.40268721
"2090022300","101","-","0",,126.95133070,37.40112146
"2090023900","101","-","0",,126.95808420,37.40241562
"2090023100","101","-","0",,126.95610120,37.40206803
"2090023300","101","-","0",,126.96036707,37.40213325
"2090023200","101","-","0",,126.96268770,37.40211115
"2090003003","101","-","1",,126.97561164,37.39484468
"2090019900","101","-","0",,126.97290754,37.39636487
"2090020900","101","-","0",,126.97274461,37.39789846
"2090021400","101","-","0",,126.97301070,37.39836828
"2090018200","101","-","1",,126.95966470,37.39407046
"2080003000","101","-","0",,126.93980067,37.37903787
"2080000600","108",광명역IC북측(연결로),"0",,126.87957754,37.40650984
"2080002500","101",석수IC 입구,"0",101링크연결노드-시스템노드,126.90618942,37.42418703
"2080000500","108",광명역IC 북측(성산대교방향),"0",,126.88192689,37.40525553
"2090001700","108",평촌IC,"0",,126.96149598,37.38089040
"2080000300","108",산본IC 동측(본선),"0",,126.93730057,37.37700831
"2080001000","105",없음,"0",,126.88420923,37.41099303
"2080000400","108",광명역IC 남측(서해안선 목포방,"0",,126.87728223,37.40318900
"2080002400","108",일직JC 동측(석수IC),"0",,126.89889395,37.42359890
"2080019000","105","-","0",,126.88212942,37.41064293
"2090016201","101","-","0",,126.96928540,37.39240395
"2090017501","101","-","0",,126.97100993,37.39242104
"2090003004","101","-","0",,126.97457930,37.39245826
"2090027400","101","-","0",,126.97282000,37.39692200
"2090027300","101","-","0",,126.97247000,37.39690700
"2090027100","101","-","0",,126.94489900,37.38646700
"2090027200","101","-","0",,126.94456300,37.38676200
"2080024800","101","-","0",,126.90207400,37.42370800
"2080024600","101","-","0",,126.89333600,37.40932600
"2080024700","101","-","0",,126.89358800,37.40950100
