NODE_ID,NODE_TYPE,NODE_NAME,TURN_P,REMARK,lon,lat
"2260005800","105","-","0",,126.97162676,37.38023893
"2260003500","105","-","0",,126.96988464,37.37813575
"2260005500","105","-","0",,126.96914420,37.37724915
"2130000400","108",일직JC북측(서해안선 본선),"0",,126.89588501,37.42820678
"2130000100","108",일직JC남측(서해안선 본선),"0",,126.89372317,37.41917762
"2250017300","105",없음,"0",,126.95376167,37.36615121
"2250020400","105",없음,"0",,126.94052848,37.37691337
"2250020600","105",없음,"0",,126.94123770,37.37757062
"2240033400","105",없음,"0",,126.87752861,37.40203284
"2260003200","105","-","0",,126.96607554,37.37333021
"2260003400","101","-","0",,126.96920151,37.37723071
"2260021300","105",의왕-안양 행정경계,"0",,126.96616225,37.36328437
"2260021800","101",(호성초교앞교차로),"0",,126.96487854,37.36612965
"2260021900","105",의왕-안양 행정경계,"0",,126.96493476,37.36628157
"2260022000","105",의왕-안양 행정경계,"0",,126.96544672,37.36750114
"2260024300","105",의왕-안양 행정경계,"0",,126.97252627,37.38394988
"2090007100","101",호계교,"1",,126.94623500,37.37371200
"2090006900","103",홈플러스,"1",,126.95088200,37.37069800
"2090006002","103",인덕원고교,"1",,126.97953400,37.39926300
"2250019500","105",호계교,"0",,126.94576900,37.37394400
"2250028600","105",삼호수정아파트,"0",,126.93971800,37.37653400
"2090036200","101",한양IT밸리,"0",,126.94871000,37.37208800
"2250030900","105",호금교,"0",,126.94880000,37.36888700
"1170003600","105",금천구-안양시경계(1),"0",,126.90111108,37.43595110
"2130000600","105",서해안선 서울금천-경기,"0",,126.89977701,37.43687812
"2080022200","108",석수IC(북측1분기),"0",,126.90640226,37.42430564
"2080021900","108",석수IC(남측2분기),"0",,126.90685750,37.42338749
"2080024900","101",석수IC(동측1분기),"0",,126.90670156,37.42399903
"2080025000","108",석수IC(북측2분기),"0",,126.90301225,37.42394620
"2080025100","108",석수IC(남측1분기),"0",,126.90321261,37.42355859
"2080025200","108",석수IC(동측2분기),"0",,126.90899256,37.42430852
"2080025300","108",삼막IC(광명방면),"0",,126.91170569,37.42542793
"2080025400","108",삼막IC(성남방면),"0",,126.91351101,37.42901423
"2080025500","108",삼막IC(성남방면),"0",,126.91544566,37.42840207
"2080025600","104",삼성산터널(서측),"0",,126.91880263,37.42989775
"2090040500","104",삼성산터널(동측),"0",,126.96977289,37.41611045
"2090040600","103",안양과천TG,"0",,126.97363317,37.41407752
"2090040700","105",안양시-과천시경계,"0",,126.97429687,37.41363069
"2130064500","101",석수동 863-2,"0",,126.88914641,37.41822779
"2130064700","101",석수동 863-2,"0",,126.89080160,37.41811228
"2080032100","104",충훈대교(동측),"0",,126.89148521,37.41176693
"2130064900","101",석수동 863-4,"0",,126.89156059,37.42041673
"2090026400","105",안양시_과천시경계,"0",경계점,126.97576955,37.40782352
"2090052700","101",관양동 494-6,"0",,126.96518588,37.41017481
"2090052800","101",관양동 1681,"0",,126.96727763,37.40980717
"2090052900","101",관양동 1474-1,"0",,126.97110838,37.40488963
"2090053000","101",관양동 1725,"0",,126.97115241,37.40629002
"2090053100","101",관양동 1715,"0",,126.97146445,37.40838998
"2090053200","103",관양동 1664,"0",속성변환점,126.97215171,37.41068117
"2090053300","101",관양동 1722,"0",,126.97257672,37.40664832
"2090053400","101",관양동 1659,"0",,126.97282497,37.40977910
"2090053500","101",관양동 1711,"0",,126.97323914,37.40768986
"2090053600","101",데이드림오피스텔앞,"0",,126.97349676,37.40622215
"2090053700","101",관양동 1662-1,"0",,126.97396511,37.40886342
